FIPS,population,county,state,urban
28089,104562,Madison County,MISSISSIPPI,Urban
28013,14499,Calhoun County,MISSISSIPPI,Rural
28091,24990,Marion County,MISSISSIPPI,Rural
28141,19441,Tishomingo County,MISSISSIPPI,Rural
28153,20373,Wayne County,MISSISSIPPI,Rural
28041,13645,Greene County,MISSISSIPPI,Rural
28093,35599,Marshall County,MISSISSIPPI,Urban
28119,7187,Quitman County,MISSISSIPPI,Rural
28109,55219,Pearl River County,MISSISSIPPI,Rural
28079,22792,Leake County,MISSISSIPPI,Rural
28099,29332,Neshoba County,MISSISSIPPI,Rural
28121,152677,Rankin County,MISSISSIPPI,Urban
28151,46057,Washington County,MISSISSIPPI,Rural
28077,12633,Lawrence County,MISSISSIPPI,Rural
28111,12006,Perry County,MISSISSIPPI,Urban
28017,17193,Chickasaw County,MISSISSIPPI,Rural
28015,10070,Carroll County,MISSISSIPPI,Rural
28039,23917,George County,MISSISSIPPI,Urban
28043,21088,Grenada County,MISSISSIPPI,Rural
28063,7225,Jefferson County,MISSISSIPPI,Rural
28101,21360,Newton County,MISSISSIPPI,Rural
28117,25255,Prentiss County,MISSISSIPPI,Rural
28125,4404,Sharkey County,MISSISSIPPI,Rural
28019,8277,Choctaw County,MISSISSIPPI,Rural
28045,46961,Hancock County,MISSISSIPPI,Urban
28057,23462,Itawamba County,MISSISSIPPI,Rural
28055,1361,Issaquena County,MISSISSIPPI,Rural
28059,142376,Jackson County,MISSISSIPPI,Urban
28083,29222,Leflore County,MISSISSIPPI,Rural
28143,9988,Tunica County,MISSISSIPPI,Urban
28021,9089,Claiborne County,MISSISSIPPI,Rural
28047,204502,Harrison County,MISSISSIPPI,Urban
28075,76279,Lauderdale County,MISSISSIPPI,Rural
28085,34320,Lincoln County,MISSISSIPPI,Rural
28127,26888,Simpson County,MISSISSIPPI,Urban
28159,18229,Winston County,MISSISSIPPI,Rural
28007,18437,Attala County,MISSISSIPPI,Rural
28073,61969,Lamar County,MISSISSIPPI,Urban
28081,85072,Lee County,MISSISSIPPI,Rural
28135,14158,Tallahatchie County,MISSISSIPPI,Rural
28129,16009,Smith County,MISSISSIPPI,Rural
28149,46519,Warren County,MISSISSIPPI,Rural
28023,15770,Clarke County,MISSISSIPPI,Rural
28097,10068,Montgomery County,MISSISSIPPI,Rural
28105,49512,Oktibbeha County,MISSISSIPPI,Rural
50023,58350,Washington County,VERMONT,Rural
49027,12854,Millard County,UTAH,Rural
49045,67397,Tooele County,UTAH,Urban
49053,165811,Washington County,UTAH,Urban
49025,7484,Kane County,UTAH,Rural
49043,41103,Summit County,UTAH,Urban
49019,9640,Grand County,UTAH,Rural
49031,1866,Piute County,UTAH,Rural
49033,2389,Rich County,UTAH,Rural
49051,31708,Wasatch County,UTAH,Rural
49001,6517,Beaver County,UTAH,Rural
49003,53946,Box Elder County,UTAH,Rural
49021,51213,Iron County,UTAH,Rural
49039,29850,Sanpete County,UTAH,Rural
49041,21280,Sevier County,UTAH,Rural
49057,251498,Weber County,UTAH,Urban
49037,15302,San Juan County,UTAH,Rural
49035,1133646,Salt Lake County,UTAH,Urban
49009,613,Daggett County,UTAH,Rural
49055,2689,Wayne County,UTAH,Rural
49007,20308,Carbon County,UTAH,Rural
49029,11664,Morgan County,UTAH,Urban
49005,124165,Cache County,UTAH,Urban
49023,11301,Juab County,UTAH,Urban
51095,74916,James City County,VIRGINIA,Urban
51167,27141,Russell County,VIRGINIA,Rural
51173,30767,Smyth County,VIRGINIA,Rural
51540,47096,Charlottesville city,VIRGINIA,Urban
51031,55225,Campbell County,VIRGINIA,Urban
51087,327535,Henrico County,VIRGINIA,Urban
51099,26229,King George County,VIRGINIA,Rural
51103,10724,Lancaster County,VIRGINIA,Rural
51105,23948,Lee County,VIRGINIA,Rural
51115,8788,Mathews County,VIRGINIA,Urban
51119,10675,Middlesex County,VIRGINIA,Rural
51149,38114,Prince George County,VIRGINIA,Urban
51159,8884,Richmond County,VIRGINIA,Rural
51169,21902,Scott County,VIRGINIA,Urban
51177,132833,Spotsylvania County,VIRGINIA,Urban
51011,15707,Appomattox County,VIRGINIA,Urban
51067,56187,Franklin County,VIRGINIA,Urban
51097,7042,King and Queen County,VIRGINIA,Urban
51121,98140,Montgomery County,VIRGINIA,Urban
51127,21686,New Kent County,VIRGINIA,Urban
51049,9824,Cumberland County,VIRGINIA,Urban
51051,14756,Dickenson County,VIRGINIA,Rural
51083,34552,Halifax County,VIRGINIA,Rural
51107,395134,Loudoun County,VIRGINIA,Urban
51153,461423,Prince William County,VIRGINIA,Urban
51175,17880,Southampton County,VIRGINIA,Rural
51091,2204,Highland County,VIRGINIA,Rural
51033,30381,Caroline County,VIRGINIA,Urban
51073,37222,Gloucester County,VIRGINIA,Urban
51141,17748,Patrick County,VIRGINIA,Rural
51145,28815,Powhatan County,VIRGINIA,Urban
51171,43224,Shenandoah County,VIRGINIA,Rural
51061,69728,Fauquier County,VIRGINIA,Urban
51790,24432,Staunton city,VIRGINIA,Rural
51065,26594,Fluvanna County,VIRGINIA,Urban
28155,9768,Webster County,MISSISSIPPI,Rural
28003,37090,Alcorn County,MISSISSIPPI,Rural
28025,19640,Clay County,MISSISSIPPI,Rural
28031,18978,Covington County,MISSISSIPPI,Rural
28053,8389,Humphreys County,MISSISSIPPI,Rural
42043,275632,Dauphin County,PENNSYLVANIA,Urban
42055,154147,Franklin County,PENNSYLVANIA,Rural
42119,45111,Union County,PENNSYLVANIA,Rural
42127,51422,Wayne County,PENNSYLVANIA,Rural
42009,48337,Bedford County,PENNSYLVANIA,Rural
42089,168032,Monroe County,PENNSYLVANIA,Rural
42061,45369,Huntingdon County,PENNSYLVANIA,Rural
42125,207212,Washington County,PENNSYLVANIA,Urban
42101,1579075,Philadelphia County,PENNSYLVANIA,Urban
42133,445565,York County,PENNSYLVANIA,Urban
42063,85032,Indiana County,PENNSYLVANIA,Rural
42041,249328,Cumberland County,PENNSYLVANIA,Urban
42003,1221744,Allegheny County,PENNSYLVANIA,Urban
42129,352590,Westmoreland County,PENNSYLVANIA,Urban
42053,7313,Forest County,PENNSYLVANIA,Rural
42013,123157,Blair County,PENNSYLVANIA,Urban
42073,86727,Lawrence County,PENNSYLVANIA,Rural
42015,60963,Bradford County,PENNSYLVANIA,Rural
42021,133009,Cambria County,PENNSYLVANIA,Urban
42029,519560,Chester County,PENNSYLVANIA,Urban
42011,418025,Berks County,PENNSYLVANIA,Urban
42087,46276,Mifflin County,PENNSYLVANIA,Rural
29129,3644,Mercer County,MISSOURI,Rural
29229,18203,Wright County,MISSOURI,Rural
29047,242516,Clay County,MISSOURI,Urban
29065,15545,Dent County,MISSOURI,Rural
29195,22976,Saline County,MISSOURI,Rural
29227,2027,Worth County,MISSOURI,Rural
29079,9992,Grundy County,MISSOURI,Rural
29141,20271,Morgan County,MISSOURI,Rural
29179,6290,Reynolds County,MISSOURI,Rural
29189,996919,St. Louis County,MISSOURI,Urban
29209,31615,Stone County,MISSOURI,Rural
29009,35530,Barry County,MISSOURI,Rural
29019,177651,Boone County,MISSOURI,Urban
29051,76723,Cole County,MISSOURI,Urban
29055,24154,Crawford County,MISSOURI,Urban
29093,10164,Iron County,MISSOURI,Rural
29117,15126,Livingston County,MISSOURI,Rural
29135,16046,Moniteau County,MISSOURI,Urban
29155,16663,Pemiscot County,MISSOURI,Rural
29159,42355,Pettis County,MISSOURI,Rural
29203,8217,Shannon County,MISSOURI,Rural
29175,24878,Randolph County,MISSOURI,Rural
29069,30027,Dunklin County,MISSOURI,Rural
29071,103191,Franklin County,MISSOURI,Urban
29089,10058,Howard County,MISSOURI,Urban
29095,696216,Jackson County,MISSOURI,Urban
29131,25201,Miller County,MISSOURI,Rural
29171,4781,Putnam County,MISSOURI,Rural
29213,55114,Taney County,MISSOURI,Rural
29021,88460,Buchanan County,MISSOURI,Urban
29025,9039,Caldwell County,MISSOURI,Urban
51750,17691,Radford city,VIRGINIA,Urban
51840,27897,Winchester city,VIRGINIA,Urban
51001,32673,Accomack County,VIRGINIA,Rural
51045,5110,Craig County,VIRGINIA,Urban
51063,15704,Floyd County,VIRGINIA,Rural
51071,16772,Giles County,VIRGINIA,Urban
51077,15742,Grayson County,VIRGINIA,Rural
51135,15433,Nottoway County,VIRGINIA,Rural
51157,7378,Rappahannock County,VIRGINIA,Rural
51036,7014,Charles City County,VIRGINIA,Urban
51047,51101,Culpeper County,VIRGINIA,Rural
51053,28485,Dinwiddie County,VIRGINIA,Urban
51079,19519,Greene County,VIRGINIA,Urban
51085,105537,Hanover County,VIRGINIA,Urban
51111,12282,Lunenburg County,VIRGINIA,Rural
51137,36010,Orange County,VIRGINIA,Rural
51595,5442,Emporia city,VIRGINIA,Rural
51197,28844,Wythe County,VIRGINIA,Rural
51550,239982,Chesapeake city,VIRGINIA,Urban
51660,53273,Harrisonburg city,VIRGINIA,Urban
51003,107405,Albemarle County,VIRGINIA,Urban
51019,78376,Bedford County,VIRGINIA,Urban
51029,17059,Buckingham County,VIRGINIA,Rural
51195,38486,Wise County,VIRGINIA,Rural
51580,5598,Covington city,VIRGINIA,Rural
51740,95097,Portsmouth city,VIRGINIA,Urban
51810,450201,Virginia Beach city,VIRGINIA,Urban
51005,15157,Alleghany County,VIRGINIA,Rural
51640,6517,Galax city,VIRGINIA,Rural
51193,17751,Westmoreland County,VIRGINIA,Rural
51133,12190,Northumberland County,VIRGINIA,Rural
51155,34182,Pulaski County,VIRGINIA,Urban
51187,39492,Warren County,VIRGINIA,Urban
51590,41070,Danville city,VIRGINIA,Urban
51630,28622,Fredericksburg city,VIRGINIA,Urban
51009,31775,Amherst County,VIRGINIA,Urban
51017,4307,Bath County,VIRGINIA,Rural
51670,22456,Hopewell city,VIRGINIA,Urban
51700,179673,Newport News city,VIRGINIA,Urban
51069,86415,Frederick County,VIRGINIA,Urban
51680,80569,Lynchburg city,VIRGINIA,Urban
51199,67982,York County,VIRGINIA,Urban
51690,12852,Martinsville city,VIRGINIA,Rural
51125,14831,Nelson County,VIRGINIA,Urban
51143,61256,Pittsylvania County,VIRGINIA,Urban
51530,6484,Buena Vista city,VIRGINIA,Rural
51610,14128,Falls Church city,VIRGINIA,Urban
51730,31362,Petersburg city,VIRGINIA,Urban
51735,12090,Poquoson city,VIRGINIA,Urban
51600,23531,Fairfax city,VIRGINIA,Urban
51820,22140,Waynesboro city,VIRGINIA,Rural
51770,99229,Roanoke city,VIRGINIA,Urban
51800,90093,Suffolk city,VIRGINIA,Urban
51710,244601,Norfolk city,VIRGINIA,Urban
51007,12953,Amelia County,VIRGINIA,Urban
51041,343551,Chesterfield County,VIRGINIA,Urban
51059,1145862,Fairfax County,VIRGINIA,Urban
53047,41842,Okanogan County,WASHINGTON,Rural
53037,45897,Kittitas County,WASHINGTON,Rural
29037,103597,Cass County,MISSOURI,Urban
29049,20500,Clinton County,MISSOURI,Urban
29059,16617,Dallas County,MISSOURI,Urban
29085,9404,Hickory County,MISSOURI,Rural
29113,56477,Lincoln County,MISSOURI,Urban
29137,8629,Monroe County,MISSOURI,Rural
29145,58180,Newton County,MISSOURI,Urban
29163,18455,Pike County,MISSOURI,Rural
29183,394290,St. Charles County,MISSOURI,Urban
29031,78491,Cape Girardeau County,MISSOURI,Urban
47031,55209,Coffee County,TENNESSEE,Rural
47047,40164,Fayette County,TENNESSEE,Urban
47067,6587,Hancock County,TENNESSEE,Rural
47073,56611,Hawkins County,TENNESSEE,Urban
47091,17753,Johnson County,TENNESSEE,Rural
47103,33924,Lincoln County,TENNESSEE,Rural
47111,23842,Macon County,TENNESSEE,Urban
47127,6378,Moore County,TENNESSEE,Rural
47147,70280,Robertson County,TENNESSEE,Urban
47051,41725,Franklin County,TENNESSEE,Rural
47009,129927,Blount County,TENNESSEE,Urban
47021,40181,Cheatham County,TENNESSEE,Urban
47019,56433,Carter County,TENNESSEE,Urban
47057,23101,Grainger County,TENNESSEE,Urban
47055,29285,Giles County,TENNESSEE,Rural
47097,25989,Lauderdale County,TENNESSEE,Rural
47099,43390,Lawrence County,TENNESSEE,Rural
47113,97625,Madison County,TENNESSEE,Urban
47115,28538,Marion County,TENNESSEE,Urban
47133,22068,Overton County,TENNESSEE,Rural
47137,5079,Pickett County,TENNESSEE,Rural
47181,16693,Wayne County,TENNESSEE,Rural
47187,225389,Williamson County,TENNESSEE,Urban
47003,48292,Bedford County,TENNESSEE,Rural
47059,68834,Greene County,TENNESSEE,Rural
47035,59216,Cumberland County,TENNESSEE,Rural
47175,5760,Van Buren County,TENNESSEE,Rural
47025,31732,Claiborne County,TENNESSEE,Rural
47081,24813,Hickman County,TENNESSEE,Urban
47085,18435,Humphreys County,TENNESSEE,Rural
47141,77447,Putnam County,TENNESSEE,Rural
47155,97068,Sevier County,TENNESSEE,Rural
47161,13427,Stewart County,TENNESSEE,Urban
47023,17190,Chester County,TENNESSEE,Urban
47039,11686,Decatur County,TENNESSEE,Rural
47087,11682,Jackson County,TENNESSEE,Rural
47109,25844,McNairy County,TENNESSEE,Rural
47145,53075,Roane County,TENNESSEE,Rural
47011,105749,Bradley County,TENNESSEE,Urban
47063,64132,Hamblen County,TENNESSEE,Urban
47173,19488,Union County,TENNESSEE,Urban
47071,25715,Hardin County,TENNESSEE,Rural
47043,52680,Dickson County,TENNESSEE,Urban
47129,21545,Morgan County,TENNESSEE,Rural
47123,46064,Monroe County,TENNESSEE,Rural
47079,32284,Henry County,TENNESSEE,Rural
47033,14399,Crockett County,TENNESSEE,Rural
47095,7401,Lake County,TENNESSEE,Rural
47093,461104,Knox County,TENNESSEE,Urban
53005,197518,Benton County,WASHINGTON,Urban
53011,473252,Clark County,WASHINGTON,Urban
